"DATE","PRCP","TEMP","TMIN","TMAX","WIND"
1999-10-01,0.63404916498,0.1222713757,-4.8777286243,5.1222713757,5.8724370641
1999-10-02,0.08662775427,36.339965621,31.339965621,41.339965621,6.0926256918
1999-10-03,0.48280932216,37.0803933125,32.0803933125,42.0803933125,4.7702024337
1999-10-04,0.12496583646,3.9092577063,-1.0907422937,8.9092577063,6.6588298634
1999-10-05,0.81663224049,27.0333719067,22.0333719067,32.0333719067,6.7098561774
1999-10-06,0.82563654672,1.9492971431,-3.0507028569,6.9492971431,6.9987037086
1999-10-07,0.84196643931,11.2133586314,6.2133586314,16.2133586314,6.3295560011
1999-10-08,0.76056734754,30.542430738,25.542430738,35.542430738,5.7980548411
1999-10-09,0.76056734754,30.542430738,25.542430738,35.542430738,5.7980548411
1999-10-10,0.18115882425,3.3295413293,-1.6704586707,8.3295413293,3.8279328374
1999-10-11,0.08181684612,21.7634209339,16.7634209339,26.7634209339,3.7281710755
1999-10-12,0.12055044834,37.688149279,32.688149279,42.688149279,3.766881539
1999-10-13,0.8829620937,33.0287076067,28.0287076067,38.0287076067,7.1287085123
1999-10-14,0.7414890138,15.9809963033,10.9809963033,20.9809963033,3.1462861279
1999-10-15,0.33927898203,14.8499517888,9.8499517888,19.8499517888,7.9926240649
1999-10-16,0.77342230197,6.7188608833,1.7188608833,11.7188608833,4.5508014557
1999-10-17,0.14341015449,28.3966410253,23.3966410253,33.3966410253,6.7845279509
1999-10-18,0.83619065745,16.8731329404,11.8731329404,21.8731329404,6.7350633752
1999-10-19,0.0107931483,36.7059114482,31.7059114482,41.7059114482,5.6345682458
1999-10-20,0.83619065745,16.8731329404,11.8731329404,21.8731329404,6.7350633752
1999-10-21,0.82374859386,35.8862706553,30.8862706553,40.8862706553,6.4580570355
1999-10-22,0.68749114563,18.3300167602,13.3300167602,23.3300167602,5.1693101828
1999-10-23,0.75162486897,2.2656015214,-2.7343984786,7.2656015214,4.2208053831
1999-10-24,0.00550130355,13.5584155004,8.5584155004,18.5584155004,3.7682868477
1999-10-25,0.14613709833,11.4862977434,6.4862977434,16.4862977434,3.2456234489
1999-10-26,0.28457971731,15.7780443411,10.7780443411,20.7780443411,4.0972268484
1999-10-27,0.82967063373,24.3452436291,19.3452436291,29.3452436291,4.0006271
1999-10-28,0.8123953716,18.3918993361,13.3918993361,23.3918993361,4.8961891194
1999-10-29,0.64254940722,23.3148199134,18.3148199134,28.3148199134,7.136635547
1999-10-30,0.02508726042,15.2760577668,10.2760577668,20.2760577668,5.5108998606
